"Time (CET)","Day-ahead Total Load Forecast [MW] - Norway (NO)","Actual Total Load [MW] - Norway (NO)"
"18.01.2018 17:00 - 18.01.2018 18:00","21756","21756"
"18.01.2018 18:00 - 18.01.2018 19:00","21442","21441"
"18.01.2018 19:00 - 18.01.2018 20:00","21271","21270"
"18.01.2018 20:00 - 18.01.2018 21:00","21036","21035"
"18.01.2018 21:00 - 18.01.2018 22:00","20321","20320"
"18.01.2018 22:00 - 18.01.2018 23:00","19604","19602"
"18.01.2018 23:00 - 19.01.2018 00:00","18884","18763"
"19.01.2018 00:00 - 19.01.2018 01:00","18202","18203"
"19.01.2018 01:00 - 19.01.2018 02:00","17762","17762"
"19.01.2018 02:00 - 19.01.2018 03:00","17638","17639"
"19.01.2018 03:00 - 19.01.2018 04:00","17551","17551"
"19.01.2018 04:00 - 19.01.2018 05:00","17696","17696"
"19.01.2018 05:00 - 19.01.2018 06:00","18383","18384"
"19.01.2018 06:00 - 19.01.2018 07:00","19856","19856"
"19.01.2018 07:00 - 19.01.2018 08:00","21492","21493"
"19.01.2018 08:00 - 19.01.2018 09:00","22113","22114"
"19.01.2018 09:00 - 19.01.2018 10:00","21952","21952"
"19.01.2018 10:00 - 19.01.2018 11:00","21788","21788"
"19.01.2018 11:00 - 19.01.2018 12:00","21532","21532"
"19.01.2018 12:00 - 19.01.2018 13:00","21485","21484"
"19.01.2018 13:00 - 19.01.2018 14:00","21494","21494"
"19.01.2018 14:00 - 19.01.2018 15:00","21498","21497"
"19.01.2018 15:00 - 19.01.2018 16:00","21736","21736"
"19.01.2018 16:00 - 19.01.2018 17:00","21943","21943"
"19.01.2018 17:00 - 19.01.2018 18:00","21585","21585"
"19.01.2018 18:00 - 19.01.2018 19:00","21383","21383"
"19.01.2018 19:00 - 19.01.2018 20:00","21060","21059"
"19.01.2018 20:00 - 19.01.2018 21:00","20500","20500"
"19.01.2018 21:00 - 19.01.2018 22:00","19847","19847"
"19.01.2018 22:00 - 19.01.2018 23:00","19284","19284"
"19.01.2018 23:00 - 20.01.2018 00:00","18601","18671"
"20.01.2018 00:00 - 20.01.2018 01:00","18131","18130"
"20.01.2018 01:00 - 20.01.2018 02:00","17743","17743"
"20.01.2018 02:00 - 20.01.2018 03:00","17532","17533"
"20.01.2018 03:00 - 20.01.2018 04:00","17434","17434"
"20.01.2018 04:00 - 20.01.2018 05:00","17524","17524"
"20.01.2018 05:00 - 20.01.2018 06:00","17695","17695"
"20.01.2018 06:00 - 20.01.2018 07:00","17961","17961"
"20.01.2018 07:00 - 20.01.2018 08:00","18507","18507"
"20.01.2018 08:00 - 20.01.2018 09:00","19371","19371"
"20.01.2018 09:00 - 20.01.2018 10:00","19881","19881"
"20.01.2018 10:00 - 20.01.2018 11:00","20338","20338"
"20.01.2018 11:00 - 20.01.2018 12:00","20348","20348"
"20.01.2018 12:00 - 20.01.2018 13:00","20277","20277"
"20.01.2018 13:00 - 20.01.2018 14:00","20186","20185"
"20.01.2018 14:00 - 20.01.2018 15:00","20078","20079"
"20.01.2018 15:00 - 20.01.2018 16:00","20241","20241"
"20.01.2018 16:00 - 20.01.2018 17:00","20654","20653"
"20.01.2018 17:00 - 20.01.2018 18:00","20856","20856"
"20.01.2018 18:00 - 20.01.2018 19:00","20842","20843"
"20.01.2018 19:00 - 20.01.2018 20:00","20463","20463"
"20.01.2018 20:00 - 20.01.2018 21:00","20049","20048"
"20.01.2018 21:00 - 20.01.2018 22:00","19569","19569"
"20.01.2018 22:00 - 20.01.2018 23:00","19128","19127"
"20.01.2018 23:00 - 21.01.2018 00:00","18563","18718"
"21.01.2018 00:00 - 21.01.2018 01:00","18297","18297"
"21.01.2018 01:00 - 21.01.2018 02:00","17896","17896"
"21.01.2018 02:00 - 21.01.2018 03:00","17424","17424"
"21.01.2018 03:00 - 21.01.2018 04:00","17258","17258"
"21.01.2018 04:00 - 21.01.2018 05:00","17257","17257"
"21.01.2018 05:00 - 21.01.2018 06:00","17419","17419"
"21.01.2018 06:00 - 21.01.2018 07:00","17886","17886"
"21.01.2018 07:00 - 21.01.2018 08:00","18255","18254"
"21.01.2018 08:00 - 21.01.2018 09:00","18888","18887"
"21.01.2018 09:00 - 21.01.2018 10:00","19459","19458"
"21.01.2018 10:00 - 21.01.2018 11:00","19788","19787"
"21.01.2018 11:00 - 21.01.2018 12:00","19822","19823"
"21.01.2018 12:00 - 21.01.2018 13:00","19764","19764"
"21.01.2018 13:00 - 21.01.2018 14:00","19548","19547"
"21.01.2018 14:00 - 21.01.2018 15:00","19633","19634"
"21.01.2018 15:00 - 21.01.2018 16:00","19854","19854"
"21.01.2018 16:00 - 21.01.2018 17:00","20480","20481"
"21.01.2018 17:00 - 21.01.2018 18:00","20643","20643"
"21.01.2018 18:00 - 21.01.2018 19:00","20644","20643"
"21.01.2018 19:00 - 21.01.2018 20:00","20464","20463"
"21.01.2018 20:00 - 21.01.2018 21:00","20325","20326"
"21.01.2018 21:00 - 21.01.2018 22:00","20021","20022"
"21.01.2018 22:00 - 21.01.2018 23:00","19501","19502"
"21.01.2018 23:00 - 22.01.2018 00:00","19006","18882"
"22.01.2018 00:00 - 22.01.2018 01:00","18287","18287"
"22.01.2018 01:00 - 22.01.2018 02:00","17900","17900"
"22.01.2018 02:00 - 22.01.2018 03:00","17786","17786"
"22.01.2018 03:00 - 22.01.2018 04:00","17856","17857"
"22.01.2018 04:00 - 22.01.2018 05:00","18059","18058"
"22.01.2018 05:00 - 22.01.2018 06:00","18594","18593"
"22.01.2018 06:00 - 22.01.2018 07:00","20156","20157"
"22.01.2018 07:00 - 22.01.2018 08:00","21973","21974"
"22.01.2018 08:00 - 22.01.2018 09:00","22555","22556"
"22.01.2018 09:00 - 22.01.2018 10:00","22375","22375"
"22.01.2018 10:00 - 22.01.2018 11:00","22323","22323"
"22.01.2018 11:00 - 22.01.2018 12:00","22156","22155"
"22.01.2018 12:00 - 22.01.2018 13:00","22051","22051"
"22.01.2018 13:00 - 22.01.2018 14:00","21951","21951"
"22.01.2018 14:00 - 22.01.2018 15:00","21984","21984"
"22.01.2018 15:00 - 22.01.2018 16:00","21994","21993"
"22.01.2018 16:00 - 22.01.2018 17:00","22278","22278"
"22.01.2018 17:00 - 22.01.2018 18:00","22262","22262"
"22.01.2018 18:00 - 22.01.2018 19:00","22039","22040"
"22.01.2018 19:00 - 22.01.2018 20:00","21890","21889"
"22.01.2018 20:00 - 22.01.2018 21:00","21633","21633"
"22.01.2018 21:00 - 22.01.2018 22:00","21092","21092"
"22.01.2018 22:00 - 22.01.2018 23:00","20239","20239"
"22.01.2018 23:00 - 23.01.2018 00:00","19444","19317"
"23.01.2018 00:00 - 23.01.2018 01:00","18576","18576"
"23.01.2018 01:00 - 23.01.2018 02:00","18259","18258"
"23.01.2018 02:00 - 23.01.2018 03:00","18125","18124"
"23.01.2018 03:00 - 23.01.2018 04:00","18179","18178"
"23.01.2018 04:00 - 23.01.2018 05:00","18380","18380"
"23.01.2018 05:00 - 23.01.2018 06:00","18923","18923"
"23.01.2018 06:00 - 23.01.2018 07:00","20349","20349"
"23.01.2018 07:00 - 23.01.2018 08:00","21849","21849"
"23.01.2018 08:00 - 23.01.2018 09:00","22239","22254"
"23.01.2018 09:00 - 23.01.2018 10:00","21985","21985"
"23.01.2018 10:00 - 23.01.2018 11:00","21808","21808"
"23.01.2018 11:00 - 23.01.2018 12:00","21466","21466"
"23.01.2018 12:00 - 23.01.2018 13:00","21394","21394"
"23.01.2018 13:00 - 23.01.2018 14:00","21352","21351"
"23.01.2018 14:00 - 23.01.2018 15:00","21430","21430"
"23.01.2018 15:00 - 23.01.2018 16:00","21545","21544"
"23.01.2018 16:00 - 23.01.2018 17:00","21931","21919"
"23.01.2018 17:00 - 23.01.2018 18:00","21473","21642"
"23.01.2018 18:00 - 23.01.2018 19:00","21182","21181"
"23.01.2018 19:00 - 23.01.2018 20:00","20831","20831"
"23.01.2018 20:00 - 23.01.2018 21:00","20505","20505"
"23.01.2018 21:00 - 23.01.2018 22:00","19714","19713"
"23.01.2018 22:00 - 23.01.2018 23:00","19017","19017"
"23.01.2018 23:00 - 24.01.2018 00:00","18173","18127"
"24.01.2018 00:00 - 24.01.2018 01:00","17290","17283"
"24.01.2018 01:00 - 24.01.2018 02:00","16876","16870"
"24.01.2018 02:00 - 24.01.2018 03:00","16642","16634"
"24.01.2018 03:00 - 24.01.2018 04:00","16609","16624"
"24.01.2018 04:00 - 24.01.2018 05:00","16627","16738"
"24.01.2018 05:00 - 24.01.2018 06:00","17293","17318"
"24.01.2018 06:00 - 24.01.2018 07:00","18760","18752"
"24.01.2018 07:00 - 24.01.2018 08:00","20492","20492"
"24.01.2018 08:00 - 24.01.2018 09:00","20666","20666"
"24.01.2018 09:00 - 24.01.2018 10:00","20469","20430"
"24.01.2018 10:00 - 24.01.2018 11:00","20449","20449"
"24.01.2018 11:00 - 24.01.2018 12:00","20417","20418"
"24.01.2018 12:00 - 24.01.2018 13:00","20325","20327"
"24.01.2018 13:00 - 24.01.2018 14:00","20141","20272"
"24.01.2018 14:00 - 24.01.2018 15:00","20262","20472"
"24.01.2018 15:00 - 24.01.2018 16:00","20120","20304"
"24.01.2018 16:00 - 24.01.2018 17:00","20156","20342"
"24.01.2018 17:00 - 24.01.2018 18:00","20235","20386"
"24.01.2018 18:00 - 24.01.2018 19:00","20085","20208"
"24.01.2018 19:00 - 24.01.2018 20:00","19760","19929"
"24.01.2018 20:00 - 24.01.2018 21:00","19804","19614"
"24.01.2018 21:00 - 24.01.2018 22:00","19121","18813"
"24.01.2018 22:00 - 24.01.2018 23:00","18695","18642"
"24.01.2018 23:00 - 25.01.2018 00:00","18161","18015"
"25.01.2018 00:00 - 25.01.2018 01:00","17001","17381"
"25.01.2018 01:00 - 25.01.2018 02:00","16617","16922"
"25.01.2018 02:00 - 25.01.2018 03:00","16470","16741"
"25.01.2018 03:00 - 25.01.2018 04:00","16345","16345"
"25.01.2018 04:00 - 25.01.2018 05:00","16431","16431"
"25.01.2018 05:00 - 25.01.2018 06:00","17021","17021"
"25.01.2018 06:00 - 25.01.2018 07:00","18121","18121"
"25.01.2018 07:00 - 25.01.2018 08:00","19640","19763"
"25.01.2018 08:00 - 25.01.2018 09:00","20106","20105"
"25.01.2018 09:00 - 25.01.2018 10:00","19735","19735"
"25.01.2018 10:00 - 25.01.2018 11:00","19549","19549"
"25.01.2018 11:00 - 25.01.2018 12:00","19380","19380"
"25.01.2018 12:00 - 25.01.2018 13:00","19632","19632"
"25.01.2018 13:00 - 25.01.2018 14:00","19559","19559"
"25.01.2018 14:00 - 25.01.2018 15:00","19571","19571"
"25.01.2018 15:00 - 25.01.2018 16:00","19625","19625"
"25.01.2018 16:00 - 25.01.2018 17:00","19939","19939"
"25.01.2018 17:00 - 25.01.2018 18:00","20103","20102"
"25.01.2018 18:00 - 25.01.2018 19:00","19807","19806"
"25.01.2018 19:00 - 25.01.2018 20:00","19667","19667"
"25.01.2018 20:00 - 25.01.2018 21:00","19286","19286"
"25.01.2018 21:00 - 25.01.2018 22:00","18983","18984"
"25.01.2018 22:00 - 25.01.2018 23:00","18251","18228"
"25.01.2018 23:00 - 26.01.2018 00:00","17709","17616"
"26.01.2018 00:00 - 26.01.2018 01:00","17026","17026"
"26.01.2018 01:00 - 26.01.2018 02:00","16663","16663"
"26.01.2018 02:00 - 26.01.2018 03:00","16518","16517"
"26.01.2018 03:00 - 26.01.2018 04:00","16627","16627"
"26.01.2018 04:00 - 26.01.2018 05:00","16755","16755"
"26.01.2018 05:00 - 26.01.2018 06:00","17161","17161"
"26.01.2018 06:00 - 26.01.2018 07:00","18647","18647"
"26.01.2018 07:00 - 26.01.2018 08:00","20285","20285"
"26.01.2018 08:00 - 26.01.2018 09:00","20851","20852"
"26.01.2018 09:00 - 26.01.2018 10:00","20710","20711"
"26.01.2018 10:00 - 26.01.2018 11:00","20526","20526"
"26.01.2018 11:00 - 26.01.2018 12:00","20305","20305"
"26.01.2018 12:00 - 26.01.2018 13:00","19887","19887"
"26.01.2018 13:00 - 26.01.2018 14:00","19842","19841"
"26.01.2018 14:00 - 26.01.2018 15:00","20096","20097"
"26.01.2018 15:00 - 26.01.2018 16:00","20010","20010"
"26.01.2018 16:00 - 26.01.2018 17:00","20287","20287"
"26.01.2018 17:00 - 26.01.2018 18:00","20650","20651"
"26.01.2018 18:00 - 26.01.2018 19:00","20478","20477"
"26.01.2018 19:00 - 26.01.2018 20:00","20171","20171"
"26.01.2018 20:00 - 26.01.2018 21:00","19700","19700"
"26.01.2018 21:00 - 26.01.2018 22:00","19199","19198"
"26.01.2018 22:00 - 26.01.2018 23:00","18791","18758"
"26.01.2018 23:00 - 27.01.2018 00:00","18348","18189"
"27.01.2018 00:00 - 27.01.2018 01:00","17766","17766"
"27.01.2018 01:00 - 27.01.2018 02:00","17485","17485"
"27.01.2018 02:00 - 27.01.2018 03:00","17266","17265"
"27.01.2018 03:00 - 27.01.2018 04:00","17301","17301"
"27.01.2018 04:00 - 27.01.2018 05:00","17445","17445"
"27.01.2018 05:00 - 27.01.2018 06:00","17619","17618"
"27.01.2018 06:00 - 27.01.2018 07:00","17951","17950"
"27.01.2018 07:00 - 27.01.2018 08:00","18582","18581"
"27.01.2018 08:00 - 27.01.2018 09:00","19336","19335"
"27.01.2018 09:00 - 27.01.2018 10:00","19948","19947"
"27.01.2018 10:00 - 27.01.2018 11:00","20352","20352"
"27.01.2018 11:00 - 27.01.2018 12:00","20190","20190"
"27.01.2018 12:00 - 27.01.2018 13:00","19920","19920"
"27.01.2018 13:00 - 27.01.2018 14:00","19774","19715"
"27.01.2018 14:00 - 27.01.2018 15:00","19688","19688"
"27.01.2018 15:00 - 27.01.2018 16:00","19907","19907"
"27.01.2018 16:00 - 27.01.2018 17:00","20466","20466"
"27.01.2018 17:00 - 27.01.2018 18:00","20840","20841"
"27.01.2018 18:00 - 27.01.2018 19:00","20612","20612"
"27.01.2018 19:00 - 27.01.2018 20:00","20206","20206"
"27.01.2018 20:00 - 27.01.2018 21:00","19745","19745"
"27.01.2018 21:00 - 27.01.2018 22:00","19333","19332"
"27.01.2018 22:00 - 27.01.2018 23:00","18710","18709"
"27.01.2018 23:00 - 28.01.2018 00:00","18000","18226"
"28.01.2018 00:00 - 28.01.2018 01:00","17707","17707"
"28.01.2018 01:00 - 28.01.2018 02:00","17215","17215"
"28.01.2018 02:00 - 28.01.2018 03:00","17001","17001"
"28.01.2018 03:00 - 28.01.2018 04:00","16837","16837"
"28.01.2018 04:00 - 28.01.2018 05:00","16734","16733"
"28.01.2018 05:00 - 28.01.2018 06:00","16847","16847"
"28.01.2018 06:00 - 28.01.2018 07:00","17200","17200"
"28.01.2018 07:00 - 28.01.2018 08:00","17485","17484"
"28.01.2018 08:00 - 28.01.2018 09:00","17966","17965"
"28.01.2018 09:00 - 28.01.2018 10:00","18431","18431"
"28.01.2018 10:00 - 28.01.2018 11:00","18741","18741"
"28.01.2018 11:00 - 28.01.2018 12:00","18828","18829"
"28.01.2018 12:00 - 28.01.2018 13:00","18770","18769"
"28.01.2018 13:00 - 28.01.2018 14:00","18735","18735"
"28.01.2018 14:00 - 28.01.2018 15:00","18657","18658"
"28.01.2018 15:00 - 28.01.2018 16:00","18746","18746"
"28.01.2018 16:00 - 28.01.2018 17:00","19096","19096"
"28.01.2018 17:00 - 28.01.2018 18:00","19408","19408"
"28.01.2018 18:00 - 28.01.2018 19:00","19397","19397"
"28.01.2018 19:00 - 28.01.2018 20:00","19185","19185"
"28.01.2018 20:00 - 28.01.2018 21:00","18972","18973"
"28.01.2018 21:00 - 28.01.2018 22:00","18696","18696"
"28.01.2018 22:00 - 28.01.2018 23:00","18228","18211"
"28.01.2018 23:00 - 29.01.2018 00:00","17716","17612"
"29.01.2018 00:00 - 29.01.2018 01:00","17140","17141"
"29.01.2018 01:00 - 29.01.2018 02:00","16794","16794"
"29.01.2018 02:00 - 29.01.2018 03:00","16648","16648"
"29.01.2018 03:00 - 29.01.2018 04:00","16672","16672"
"29.01.2018 04:00 - 29.01.2018 05:00","16748","16748"
"29.01.2018 05:00 - 29.01.2018 06:00","17437","17437"
"29.01.2018 06:00 - 29.01.2018 07:00","19019","19020"
"29.01.2018 07:00 - 29.01.2018 08:00","20861","20861"
"29.01.2018 08:00 - 29.01.2018 09:00","21240","21239"
"29.01.2018 09:00 - 29.01.2018 10:00","20933","20933"
"29.01.2018 10:00 - 29.01.2018 11:00","20867","20867"
"29.01.2018 11:00 - 29.01.2018 12:00","20701","20701"
"29.01.2018 12:00 - 29.01.2018 13:00","20542","20541"
"29.01.2018 13:00 - 29.01.2018 14:00","20460","20460"
"29.01.2018 14:00 - 29.01.2018 15:00","20432","20432"
"29.01.2018 15:00 - 29.01.2018 16:00","20505","20504"
"29.01.2018 16:00 - 29.01.2018 17:00","20816","20816"
"29.01.2018 17:00 - 29.01.2018 18:00","20902","20875"
"29.01.2018 18:00 - 29.01.2018 19:00","20877","20877"
"29.01.2018 19:00 - 29.01.2018 20:00","20385","20385"
"29.01.2018 20:00 - 29.01.2018 21:00","20075","20075"
"29.01.2018 21:00 - 29.01.2018 22:00","19737","19738"
"29.01.2018 22:00 - 29.01.2018 23:00","19079","19016"
"29.01.2018 23:00 - 30.01.2018 00:00","18565","18227"
"30.01.2018 00:00 - 30.01.2018 01:00","17918","17918"
"30.01.2018 01:00 - 30.01.2018 02:00","17438","17436"
"30.01.2018 02:00 - 30.01.2018 03:00","17258","17258"
"30.01.2018 03:00 - 30.01.2018 04:00","17377","17377"
"30.01.2018 04:00 - 30.01.2018 05:00","17572","17572"
"30.01.2018 05:00 - 30.01.2018 06:00","18186","18186"
"30.01.2018 06:00 - 30.01.2018 07:00","19552","19552"
"30.01.2018 07:00 - 30.01.2018 08:00","21063","21064"
"30.01.2018 08:00 - 30.01.2018 09:00","21519","21519"
"30.01.2018 09:00 - 30.01.2018 10:00","21281","21281"
"30.01.2018 10:00 - 30.01.2018 11:00","21033","21034"
"30.01.2018 11:00 - 30.01.2018 12:00","20750","20750"
"30.01.2018 12:00 - 30.01.2018 13:00","20579","20579"
"30.01.2018 13:00 - 30.01.2018 14:00","20366","20365"
"30.01.2018 14:00 - 30.01.2018 15:00","20443","20442"
"30.01.2018 15:00 - 30.01.2018 16:00","20534","20534"
"30.01.2018 16:00 - 30.01.2018 17:00","20820","20819"
"30.01.2018 17:00 - 30.01.2018 18:00","21036","21036"
"30.01.2018 18:00 - 30.01.2018 19:00","20845","20845"
"30.01.2018 19:00 - 30.01.2018 20:00","20479","20480"
"30.01.2018 20:00 - 30.01.2018 21:00","20204","20205"
"30.01.2018 21:00 - 30.01.2018 22:00","19733","19732"
"30.01.2018 22:00 - 30.01.2018 23:00","18789","18789"
"30.01.2018 23:00 - 31.01.2018 00:00","18202","17893"
"31.01.2018 00:00 - 31.01.2018 01:00","16920","16920"
"31.01.2018 01:00 - 31.01.2018 02:00","16938","16937"
"31.01.2018 02:00 - 31.01.2018 03:00","16702","16702"
"31.01.2018 03:00 - 31.01.2018 04:00","16750","16750"
"31.01.2018 04:00 - 31.01.2018 05:00","16871","16871"
"31.01.2018 05:00 - 31.01.2018 06:00","17409","17410"
"31.01.2018 06:00 - 31.01.2018 07:00","18562","18562"
"31.01.2018 07:00 - 31.01.2018 08:00","20145","20145"
"31.01.2018 08:00 - 31.01.2018 09:00","20628","20628"
"31.01.2018 09:00 - 31.01.2018 10:00","20466","20466"
"31.01.2018 10:00 - 31.01.2018 11:00","20474","20439"
"31.01.2018 11:00 - 31.01.2018 12:00","20366","20366"
"31.01.2018 12:00 - 31.01.2018 13:00","20382","20382"
"31.01.2018 13:00 - 31.01.2018 14:00","20418","20418"
"31.01.2018 14:00 - 31.01.2018 15:00","20362","20363"
"31.01.2018 15:00 - 31.01.2018 16:00","20443","20443"
"31.01.2018 16:00 - 31.01.2018 17:00","20700","20700"
"31.01.2018 17:00 - 31.01.2018 18:00","20848","20848"
"31.01.2018 18:00 - 31.01.2018 19:00","20625","20624"
"31.01.2018 19:00 - 31.01.2018 20:00","20445","20445"
"31.01.2018 20:00 - 31.01.2018 21:00","20033","20033"
"31.01.2018 21:00 - 31.01.2018 22:00","19443","19443"
"31.01.2018 22:00 - 31.01.2018 23:00","18816","18815"
"31.01.2018 23:00 - 01.02.2018 00:00","18033","17961"
"01.02.2018 00:00 - 01.02.2018 01:00","17390","17389"
"01.02.2018 01:00 - 01.02.2018 02:00","16953","16953"
"01.02.2018 02:00 - 01.02.2018 03:00","16859","16859"
"01.02.2018 03:00 - 01.02.2018 04:00","16863","16862"
"01.02.2018 04:00 - 01.02.2018 05:00","16964","16963"
"01.02.2018 05:00 - 01.02.2018 06:00","17423","17424"
"01.02.2018 06:00 - 01.02.2018 07:00","18851","18852"
"01.02.2018 07:00 - 01.02.2018 08:00","20571","20571"
"01.02.2018 08:00 - 01.02.2018 09:00","20907","20907"
"01.02.2018 09:00 - 01.02.2018 10:00","20687","20687"
"01.02.2018 10:00 - 01.02.2018 11:00","20656","20656"
"01.02.2018 11:00 - 01.02.2018 12:00","20479","20478"
"01.02.2018 12:00 - 01.02.2018 13:00","20288","20288"
"01.02.2018 13:00 - 01.02.2018 14:00","19998","19998"
"01.02.2018 14:00 - 01.02.2018 15:00","20101","20101"
"01.02.2018 15:00 - 01.02.2018 16:00","20133","20134"
"01.02.2018 16:00 - 01.02.2018 17:00","20511","20511"
"01.02.2018 17:00 - 01.02.2018 18:00","20810","20810"
"01.02.2018 18:00 - 01.02.2018 19:00","20733","20733"
"01.02.2018 19:00 - 01.02.2018 20:00","20522","20523"
"01.02.2018 20:00 - 01.02.2018 21:00","20183","20183"
"01.02.2018 21:00 - 01.02.2018 22:00","19780","19780"
"01.02.2018 22:00 - 01.02.2018 23:00","19336","19332"
"01.02.2018 23:00 - 02.02.2018 00:00","18729","18493"
"02.02.2018 00:00 - 02.02.2018 01:00","17962","17962"
"02.02.2018 01:00 - 02.02.2018 02:00","17714","17713"
"02.02.2018 02:00 - 02.02.2018 03:00","17729","17728"
"02.02.2018 03:00 - 02.02.2018 04:00","17824","17824"
"02.02.2018 04:00 - 02.02.2018 05:00","18011","18010"
"02.02.2018 05:00 - 02.02.2018 06:00","18662","18663"
"02.02.2018 06:00 - 02.02.2018 07:00","20227","20227"
"02.02.2018 07:00 - 02.02.2018 08:00","22036","22036"
"02.02.2018 08:00 - 02.02.2018 09:00","22543","22542"
"02.02.2018 09:00 - 02.02.2018 10:00","22539","22539"
"02.02.2018 10:00 - 02.02.2018 11:00","22537","22536"
"02.02.2018 11:00 - 02.02.2018 12:00","22232","22232"
"02.02.2018 12:00 - 02.02.2018 13:00","21809","21809"
"02.02.2018 13:00 - 02.02.2018 14:00","21505","21505"
"02.02.2018 14:00 - 02.02.2018 15:00","21381","21380"
"02.02.2018 15:00 - 02.02.2018 16:00","21245","21245"
"02.02.2018 16:00 - 02.02.2018 17:00","21401","21400"
"02.02.2018 17:00 - 02.02.2018 18:00","21925","21925"
"02.02.2018 18:00 - 02.02.2018 19:00","21983","21983"
"02.02.2018 19:00 - 02.02.2018 20:00","21886","21885"
"02.02.2018 20:00 - 02.02.2018 21:00","21364","21364"
"02.02.2018 21:00 - 02.02.2018 22:00","20736","20735"
"02.02.2018 22:00 - 02.02.2018 23:00","20495","20462"
"02.02.2018 23:00 - 03.02.2018 00:00","19809","19784"
"03.02.2018 00:00 - 03.02.2018 01:00","19278","19277"
"03.02.2018 01:00 - 03.02.2018 02:00","18858","18859"
"03.02.2018 02:00 - 03.02.2018 03:00","18728","18729"
"03.02.2018 03:00 - 03.02.2018 04:00","18736","18736"
"03.02.2018 04:00 - 03.02.2018 05:00","18757","18757"
"03.02.2018 05:00 - 03.02.2018 06:00","18901","18901"
"03.02.2018 06:00 - 03.02.2018 07:00","19213","19213"
"03.02.2018 07:00 - 03.02.2018 08:00","19925","19925"
"03.02.2018 08:00 - 03.02.2018 09:00","20573","20573"
"03.02.2018 09:00 - 03.02.2018 10:00","21241","21241"
"03.02.2018 10:00 - 03.02.2018 11:00","21577","21577"
"03.02.2018 11:00 - 03.02.2018 12:00","21362","21361"
"03.02.2018 12:00 - 03.02.2018 13:00","21095","21096"
"03.02.2018 13:00 - 03.02.2018 14:00","20805","20805"
"03.02.2018 14:00 - 03.02.2018 15:00","20653","20652"
"03.02.2018 15:00 - 03.02.2018 16:00","20696","20696"
"03.02.2018 16:00 - 03.02.2018 17:00","21071","21071"
"03.02.2018 17:00 - 03.02.2018 18:00","21629","21628"
"03.02.2018 18:00 - 03.02.2018 19:00","21779","21780"
"03.02.2018 19:00 - 03.02.2018 20:00","21637","21637"
"03.02.2018 20:00 - 03.02.2018 21:00","21183","21183"
"03.02.2018 21:00 - 03.02.2018 22:00","20748","20748"
"03.02.2018 22:00 - 03.02.2018 23:00","20257","20256"
"03.02.2018 23:00 - 04.02.2018 00:00","19537","19818"
"04.02.2018 00:00 - 04.02.2018 01:00","19428","19428"
"04.02.2018 01:00 - 04.02.2018 02:00","19128","19128"
"04.02.2018 02:00 - 04.02.2018 03:00","19068","19067"
"04.02.2018 03:00 - 04.02.2018 04:00","19008","19008"
"04.02.2018 04:00 - 04.02.2018 05:00","19047","19048"
"04.02.2018 05:00 - 04.02.2018 06:00","19230","19231"
"04.02.2018 06:00 - 04.02.2018 07:00","19593","19592"
"04.02.2018 07:00 - 04.02.2018 08:00","19862","19862"
"04.02.2018 08:00 - 04.02.2018 09:00","20417","20417"
"04.02.2018 09:00 - 04.02.2018 10:00","20778","20777"
"04.02.2018 10:00 - 04.02.2018 11:00","20646","20646"
"04.02.2018 11:00 - 04.02.2018 12:00","20605","20604"
"04.02.2018 12:00 - 04.02.2018 13:00","20270","20270"
"04.02.2018 13:00 - 04.02.2018 14:00","20114","20113"
"04.02.2018 14:00 - 04.02.2018 15:00","20164","20164"
"04.02.2018 15:00 - 04.02.2018 16:00","20430","20429"
